FECHA_MUESTRA,TIPO,UBICACION,GENERO,GRUPO_ETARIO,N
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,16
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,12
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,28
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,17
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,22
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,15
20DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,4
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,7
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,11
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,20
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,15
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,13
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,13
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,10
20DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
20DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,37
20DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,59
20DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,110
20DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,78
20DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,66
20DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,37
20DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,15
20DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,3
20DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,28
20DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,40
20DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,105
20DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,97
20DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,55
20DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,45
20DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,11
20DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,3
20DEC2020:00:00:00,testeos,Ezeiza,F,0-19,33
20DEC2020:00:00:00,testeos,Ezeiza,F,20-29,119
20DEC2020:00:00:00,testeos,Ezeiza,F,30-39,185
20DEC2020:00:00:00,testeos,Ezeiza,F,40-49,102
20DEC2020:00:00:00,testeos,Ezeiza,F,50-59,69
20DEC2020:00:00:00,testeos,Ezeiza,F,60-69,41
20DEC2020:00:00:00,testeos,Ezeiza,F,70-79,23
20DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,3
20DEC2020:00:00:00,testeos,Ezeiza,M,0-19,30
20DEC2020:00:00:00,testeos,Ezeiza,M,20-29,98
20DEC2020:00:00:00,testeos,Ezeiza,M,30-39,170
20DEC2020:00:00:00,testeos,Ezeiza,M,40-49,105
20DEC2020:00:00:00,testeos,Ezeiza,M,50-59,90
20DEC2020:00:00:00,testeos,Ezeiza,M,60-69,35
20DEC2020:00:00:00,testeos,Ezeiza,M,70-79,18
20DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,2
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,16
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,45
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,51
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,37
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,32
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,26
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,13
20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,7
15DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,1
15DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,8
15DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,14
15DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,35
15DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,32
15DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,32
15DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,29
15DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,11
15DEC2020:00:00:00,testeos,CEC,F,0-19,20
15DEC2020:00:00:00,testeos,CEC,F,20-29,56
15DEC2020:00:00:00,testeos,CEC,F,30-39,98
15DEC2020:00:00:00,testeos,CEC,F,40-49,79
15DEC2020:00:00:00,testeos,CEC,F,50-59,79
15DEC2020:00:00:00,testeos,CEC,F,60-69,60
15DEC2020:00:00:00,testeos,CEC,F,70-79,33
15DEC2020:00:00:00,testeos,CEC,F,80 y más,5
15DEC2020:00:00:00,testeos,CEC,M,0-19,32
15DEC2020:00:00:00,testeos,CEC,M,20-29,36
15DEC2020:00:00:00,testeos,CEC,M,30-39,93
15DEC2020:00:00:00,testeos,CEC,M,40-49,93
15DEC2020:00:00:00,testeos,CEC,M,50-59,68
15DEC2020:00:00:00,testeos,CEC,M,60-69,83
15DEC2020:00:00:00,testeos,CEC,M,70-79,38
15DEC2020:00:00:00,testeos,CEC,M,80 y más,6
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,9
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,10
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,26
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,14
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,24
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,20
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,6
15DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,1
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,6
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,8
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,21
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,18
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,16
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,26
15DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,9
15DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,21
15DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,65
15DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,94
15DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,59
15DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,59
15DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,49
15DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,21
15DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,2
15DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,16
15DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,41
15DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,79
15DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,65
15DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,65
15DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,50
15DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,21
15DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,2
15DEC2020:00:00:00,testeos,Ezeiza,F,0-19,30
15DEC2020:00:00:00,testeos,Ezeiza,F,20-29,96
15DEC2020:00:00:00,testeos,Ezeiza,F,30-39,126
15DEC2020:00:00:00,testeos,Ezeiza,F,40-49,86
15DEC2020:00:00:00,testeos,Ezeiza,F,50-59,71
15DEC2020:00:00:00,testeos,Ezeiza,F,60-69,33
15DEC2020:00:00:00,testeos,Ezeiza,F,70-79,13
15DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,2
15DEC2020:00:00:00,testeos,Ezeiza,M,0-19,20
15DEC2020:00:00:00,testeos,Ezeiza,M,20-29,72
15DEC2020:00:00:00,testeos,Ezeiza,M,30-39,123
15DEC2020:00:00:00,testeos,Ezeiza,M,40-49,91
15DEC2020:00:00:00,testeos,Ezeiza,M,50-59,61
15DEC2020:00:00:00,testeos,Ezeiza,M,60-69,31
15DEC2020:00:00:00,testeos,Ezeiza,M,70-79,14
15DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,1
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,20
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,68
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,43
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,39
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,25
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,36
15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,17
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,9
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,61
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,46
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,34
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,20
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,14
15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
15DEC2020:00:00:00,positivos,Callao | USAM,F,40-49,2
15DEC2020:00:00:00,positivos,Callao | USAM,M,30-39,1
15DEC2020:00:00:00,positivos,CEC,F,20-29,1
15DEC2020:00:00:00,positivos,CEC,M,30-39,1
15DEC2020:00:00:00,positivos,Club San Lorenzo,F,0-19,1
15DEC2020:00:00:00,positivos,Club San Lorenzo,M,60-69,1
15DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,4
15DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,1
15DEC2020:00:00:00,positivos,Edificio Munich,F,40-49,1
15DEC2020:00:00:00,positivos,Edificio Munich,F,70-79,2
15DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,2
15DEC2020:00:00:00,positivos,Edificio Munich,M,60-69,1
15DEC2020:00:00:00,positivos,Edificio Munich,M,70-79,1
15DEC2020:00:00:00,positivos,Ezeiza,F,20-29,1
15DEC2020:00:00:00,positivos,Ezeiza,F,30-39,2
15DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
15DEC2020:00:00:00,positivos,Ezeiza,M,30-39,1
15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,30-39,2
15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,60-69,1
15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,70-79,1
15DEC2020:00:00:00,positivos,Terminal Dellepiane,M,20-29,2
15DEC2020:00:00:00,positivos,Terminal Dellepiane,M,50-59,1
15DEC2020:00:00:00,positivos,Terminal Dellepiane,M,60-69,2
16DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,9
16DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,24
16DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,42
16DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,43
16DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,44
16DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,29
16DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,16
16DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,1
16DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,8
16DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,13
16DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,41
16DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,35
16DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,36
16DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,34
16DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,16
16DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,1
16DEC2020:00:00:00,testeos,CEC,F,0-19,30
16DEC2020:00:00:00,testeos,CEC,F,20-29,50
16DEC2020:00:00:00,testeos,CEC,F,30-39,122
16DEC2020:00:00:00,testeos,CEC,F,40-49,83
16DEC2020:00:00:00,testeos,CEC,F,50-59,72
16DEC2020:00:00:00,testeos,CEC,F,60-69,71
16DEC2020:00:00:00,testeos,CEC,F,70-79,33
16DEC2020:00:00:00,testeos,CEC,F,80 y más,9
16DEC2020:00:00:00,testeos,CEC,M,0-19,35
16DEC2020:00:00:00,testeos,CEC,M,20-29,33
16DEC2020:00:00:00,testeos,CEC,M,30-39,119
16DEC2020:00:00:00,testeos,CEC,M,40-49,87
16DEC2020:00:00:00,testeos,CEC,M,50-59,77
16DEC2020:00:00:00,testeos,CEC,M,60-69,85
16DEC2020:00:00:00,testeos,CEC,M,70-79,37
16DEC2020:00:00:00,testeos,CEC,M,80 y más,4
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,6
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,9
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,21
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,14
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,25
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,19
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,7
16DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,2
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,10
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,6
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,16
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,16
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,21
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,23
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,12
16DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
16DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,26
16DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,65
16DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,96
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,18
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,48
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,37
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,30
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,20
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,18
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,5
20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
20DEC2020:00:00:00,positivos,Callao | USAM,F,60-69,1
20DEC2020:00:00:00,positivos,Callao | USAM,M,70-79,1
20DEC2020:00:00:00,positivos,CEC,F,20-29,1
20DEC2020:00:00:00,positivos,CEC,F,30-39,1
20DEC2020:00:00:00,positivos,CEC,F,60-69,1
20DEC2020:00:00:00,positivos,CEC,M,20-29,1
20DEC2020:00:00:00,positivos,CEC,M,30-39,1
20DEC2020:00:00:00,positivos,CEC,M,70-79,1
20DEC2020:00:00:00,positivos,Club San Lorenzo,F,0-19,2
20DEC2020:00:00:00,positivos,Club San Lorenzo,F,40-49,1
20DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,2
20DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,1
20DEC2020:00:00:00,positivos,Edificio Munich,F,50-59,2
20DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,3
20DEC2020:00:00:00,positivos,Edificio Munich,M,40-49,1
20DEC2020:00:00:00,positivos,Ezeiza,F,20-29,1
20DEC2020:00:00:00,positivos,Ezeiza,F,40-49,1
20DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
20DEC2020:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
21DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,7
21DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,37
21DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,55
21DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,33
21DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,36
21DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,40
21DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,15
21DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,2
21DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,3
21DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,27
21DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,38
21DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,34
21DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,23
21DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,34
21DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,18
21DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,2
21DEC2020:00:00:00,testeos,CEC,F,0-19,34
21DEC2020:00:00:00,testeos,CEC,F,20-29,48
21DEC2020:00:00:00,testeos,CEC,F,30-39,144
21DEC2020:00:00:00,testeos,CEC,F,40-49,140
21DEC2020:00:00:00,testeos,CEC,F,50-59,70
21DEC2020:00:00:00,testeos,CEC,F,60-69,83
21DEC2020:00:00:00,testeos,CEC,F,70-79,40
21DEC2020:00:00:00,testeos,CEC,F,80 y más,8
21DEC2020:00:00:00,testeos,CEC,M,0-19,35
21DEC2020:00:00:00,testeos,CEC,M,20-29,60
21DEC2020:00:00:00,testeos,CEC,M,30-39,148
21DEC2020:00:00:00,testeos,CEC,M,40-49,142
21DEC2020:00:00:00,testeos,CEC,M,50-59,75
21DEC2020:00:00:00,testeos,CEC,M,60-69,100
21DEC2020:00:00:00,testeos,CEC,M,70-79,51
21DEC2020:00:00:00,testeos,CEC,M,80 y más,6
21DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,6
21DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,10
21DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,11
21DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,16
21DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,17
12DEC2020:00:00:00,testeos,CEC,M,70-79,18
12DEC2020:00:00:00,testeos,CEC,M,80 y más,1
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,17
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,19
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,29
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,25
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,20
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,16
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,4
12DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,1
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,3
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,18
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,18
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,29
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,18
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,16
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,5
12DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
12DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,31
12DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,90
12DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,89
12DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,65
12DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,54
12DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,31
12DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,10
12DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,5
12DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,24
12DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,54
12DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,81
12DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,62
12DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,60
12DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,30
12DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,13
12DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,1
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,9
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,44
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,19
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,24
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,22
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,18
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,11
12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,3
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,7
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,30
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,20
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,22
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,17
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,11
12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
12DEC2020:00:00:00,positivos,Callao | USAM,M,30-39,1
12DEC2020:00:00:00,positivos,CEC,M,40-49,2
12DEC2020:00:00:00,positivos,Club San Lorenzo,M,40-49,1
12DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,2
12DEC2020:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
12DEC2020:00:00:00,positivos,Terminal Dellepiane,M,60-69,1
13DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,13
13DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,41
13DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,88
13DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,36
13DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,54
13DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,20
13DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,9
13DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,3
13DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,9
13DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,28
13DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,57
13DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,38
13DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,44
13DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,27
13DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,11
13DEC2020:00:00:00,testeos,CEC,F,0-19,40
13DEC2020:00:00:00,testeos,CEC,F,20-29,67
13DEC2020:00:00:00,testeos,CEC,F,30-39,153
13DEC2020:00:00:00,testeos,CEC,F,40-49,125
13DEC2020:00:00:00,testeos,CEC,F,50-59,87
13DEC2020:00:00:00,testeos,CEC,F,60-69,66
13DEC2020:00:00:00,testeos,CEC,F,70-79,21
13DEC2020:00:00:00,testeos,CEC,F,80 y más,6
13DEC2020:00:00:00,testeos,CEC,M,0-19,32
13DEC2020:00:00:00,testeos,CEC,M,20-29,57
13DEC2020:00:00:00,testeos,CEC,M,30-39,134
13DEC2020:00:00:00,testeos,CEC,M,40-49,107
13DEC2020:00:00:00,testeos,CEC,M,50-59,73
13DEC2020:00:00:00,testeos,CEC,M,60-69,63
13DEC2020:00:00:00,testeos,CEC,M,70-79,27
13DEC2020:00:00:00,testeos,CEC,M,80 y más,4
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,9
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,13
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,24
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,19
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,28
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,18
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,5
13DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,1
16DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,51
16DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,54
16DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,11
16DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,6
16DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,20
16DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,42
16DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,77
16DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,80
16DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,49
16DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,60
16DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,23
16DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,6
16DEC2020:00:00:00,testeos,Ezeiza,F,0-19,29
16DEC2020:00:00:00,testeos,Ezeiza,F,20-29,87
16DEC2020:00:00:00,testeos,Ezeiza,F,30-39,135
16DEC2020:00:00:00,testeos,Ezeiza,F,40-49,68
16DEC2020:00:00:00,testeos,Ezeiza,F,50-59,63
16DEC2020:00:00:00,testeos,Ezeiza,F,60-69,45
16DEC2020:00:00:00,testeos,Ezeiza,F,70-79,16
16DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,5
16DEC2020:00:00:00,testeos,Ezeiza,M,0-19,20
16DEC2020:00:00:00,testeos,Ezeiza,M,20-29,65
16DEC2020:00:00:00,testeos,Ezeiza,M,30-39,124
16DEC2020:00:00:00,testeos,Ezeiza,M,40-49,86
16DEC2020:00:00:00,testeos,Ezeiza,M,50-59,49
16DEC2020:00:00:00,testeos,Ezeiza,M,60-69,46
16DEC2020:00:00:00,testeos,Ezeiza,M,70-79,14
16DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,2
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,20
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,65
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,58
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,38
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,39
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,33
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,13
16DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,1
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,13
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,64
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,60
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,42
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,34
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,16
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,11
16DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,3
16DEC2020:00:00:00,positivos,Callao | USAM,F,40-49,1
16DEC2020:00:00:00,positivos,Callao | USAM,F,50-59,1
16DEC2020:00:00:00,positivos,Callao | USAM,M,60-69,1
16DEC2020:00:00:00,positivos,CEC,M,20-29,1
